,playerId,season,name,team,games_played,icetime,xGoals,goals,unblocked_shot_attempts,xRebounds,rebounds,xFreeze,freeze,xOnGoal,ongoal,xPlayStopped,playStopped,xPlayContinuedInZone,playContinuedInZone,xPlayContinuedOutsideZone,playContinuedOutsideZone,flurryAdjustedxGoals,lowDangerShots,mediumDangerShots,highDangerShots,lowDangerxGoals,mediumDangerxGoals,highDangerxGoals,lowDangerGoals,mediumDangerGoals,highDangerGoals,blocked_shot_attempts,sv_pct,next_sv_pct
121,8470880,2016,Brian Elliott,CGY,49,169465.0,123.04,121.0,2482.0,92.21,92.0,304.99,391.0,1333.6,1340.0,45.13,55.0,743.59,503.0,543.93,683.0,118.85,1395.0,343.0,113.0,38.65,43.51,40.88,30.0,56.0,35.0,631.0,0.9097014925373135,0.9087947882736156
296,8475660,2016,Cam Talbot,EDM,72,253444.0,197.96,169.0,3970.0,144.07,170.0,472.79,508.0,2063.59,2078.0,68.27,72.0,1143.88,899.0,828.08,1031.0,186.82,2068.0,605.0,183.0,62.34,73.27,62.34,39.0,75.0,55.0,1114.0,0.9186717998075072,0.907707412862052
446,8470320,2016,Cam Ward,CAR,61,217075.0,149.12,162.0,3146.0,115.58,149.0,397.03,309.0,1719.22,1711.0,58.73,58.0,957.68,750.0,712.36,956.0,143.8,1803.0,457.0,128.0,53.32,55.75,40.05,55.0,66.0,41.0,758.0,0.9053185271770894,0.9056444818871103
266,8471679,2016,Carey Price,MTL,62,222488.0,156.05,138.0,3378.0,119.46,114.0,402.05,475.0,1741.08,1794.0,59.71,68.0,959.87,780.0,714.93,845.0,150.11,1811.0,457.0,140.0,51.26,57.41,47.37,54.0,50.0,34.0,970.0,0.9230769230769231,0.9004707464694015
226,8475622,2016,Carter Hutton,STL,30,87543.0,59.14,58.0,1264.0,46.29,46.0,152.32,169.0,669.95,663.0,21.11,24.0,377.93,291.0,273.09,342.0,57.53,698.0,184.0,48.0,21.1,22.34,15.7,19.0,23.0,16.0,334.0,0.9125188536953243,0.9308641975308642
196,8473434,2016,Chad Johnson,CGY,36,120792.0,94.7,87.0,1850.0,68.91,77.0,224.21,254.0,995.33,969.0,28.93,29.0,565.8,410.0,405.66,532.0,91.43,1028.0,274.0,90.0,30.12,33.2,31.38,30.0,29.0,28.0,458.0,0.9102167182662538,0.8909657320872274
46,8476945,2016,Connor Hellebuyck,WPG,55,180811.0,136.35,144.0,2850.0,104.84,114.0,350.03,339.0,1523.58,1567.0,47.68,52.0,853.95,666.0,625.68,813.0,131.32,1656.0,349.0,125.0,49.04,42.66,44.65,58.0,46.0,40.0,720.0,0.9081046585832802,0.923828125
336,8470645,2016,Corey Crawford,CHI,55,194812.0,146.85,138.0,3060.0,112.7,142.0,377.25,346.0,1633.5,1691.0,50.9,52.0,909.64,691.0,668.9,890.0,139.54,1715.0,411.0,144.0,48.21,50.48,48.16,49.0,44.0,45.0,790.0,0.9183914843287995,0.9287410926365796
361,8471239,2016,Cory Schneider,N.J,60,208070.0,159.44,163.0,3129.0,118.25,109.0,401.8,480.0,1778.08,1781.0,50.21,55.0,972.58,682.0,735.12,943.0,153.52,1800.0,519.0,128.0,54.41,62.46,42.56,54.0,60.0,49.0,682.0,0.9084783829309376,0.9071661237785016
301,8467950,2016,Craig Anderson,OTT,40,145274.0,102.59,92.0,2435.0,83.83,78.0,291.91,283.0,1238.62,1247.0,37.91,35.0,701.64,576.0,517.76,661.0,98.93,1342.0,311.0,86.0,38.02,37.08,27.49,37.0,25.0,30.0,696.0,0.9262229350441058,0.8981900452488688
131,8471227,2016,Devan Dubnyk,MIN,65,225180.0,140.95,141.0,3445.0,123.24,123.0,429.82,436.0,1830.39,1842.0,59.71,71.0,1046.91,780.0,767.69,1012.0,136.27,2049.0,405.0,113.0,54.95,48.29,37.7,54.0,51.0,36.0,878.0,0.9234527687296417,0.9180327868852459
396,8475883,2016,Frederik Andersen,TOR,66,227960.0,192.24,169.0,3841.0,139.11,134.0,490.14,430.0,2101.64,2052.0,65.25,76.0,1161.07,994.0,870.66,1110.0,185.36,2192.0,554.0,176.0,65.15,65.98,61.11,67.0,46.0,56.0,919.0,0.9176413255360624,0.9176843057440073
381,8468685,2016,Henrik Lundqvist,NYR,56,190526.0,140.05,146.0,3080.0,108.4,116.0,372.51,373.0,1616.77,1620.0,50.99,60.0,910.2,729.0,682.3,853.0,134.98,1718.0,433.0,116.0,48.06,53.06,38.94,48.0,51.0,47.0,813.0,0.9098765432098765,0.914580265095729
236,8474593,2016,Jacob Markstrom,VAN,25,84710.0,64.71,62.0,1225.0,48.31,49.0,148.81,172.0,685.36,693.0,20.88,26.0,384.63,287.0,280.52,357.0,62.36,682.0,210.0,57.0,21.58,24.49,18.64,17.0,26.0,19.0,276.0,0.9105339105339105,0.9118488838008014
326,8474596,2016,Jake Allen,STL,61,205099.0,130.69,138.0,3022.0,109.16,101.0,374.57,434.0,1623.7,1620.0,49.82,52.0,907.13,613.0,668.03,890.0,126.06,1751.0,378.0,112.0,46.38,46.33,37.98,51.0,44.0,43.0,781.0,0.9148148148148149,0.9058240396530359
231,8473503,2016,James Reimer,FLA,42,135575.0,100.85,96.0,2013.0,77.54,91.0,256.87,280.0,1135.8,1187.0,38.42,52.0,649.15,482.0,475.13,604.0,97.22,1196.0,314.0,87.0,35.27,37.08,28.51,30.0,37.0,29.0,416.0,0.9191238416175231,0.9126001456664239
311,8470860,2016,Jaroslav Halak,NYI,28,96329.0,77.16,75.0,1715.0,61.3,52.0,201.49,220.0,877.95,885.0,25.92,31.0,498.69,387.0,360.71,462.0,74.36,936.0,225.0,67.0,26.58,27.29,23.3,26.0,23.0,26.0,487.0,0.9152542372881356,0.9076834862385321
306,8470657,2016,Jimmy Howard,DET,26,83803.0,57.02,49.0,1271.0,46.8,43.0,159.0,177.0,684.83,675.0,20.67,20.0,384.83,317.0,286.75,349.0,54.91,732.0,174.0,51.0,20.15,21.37,15.5,20.0,15.0,14.0,314.0,0.9274074074074075,0.9096045197740112
391,8476434,2016,John Gibson,ANA,52,177021.0,123.16,109.0,2657.0,100.36,110.0,328.39,354.0,1443.85,1438.0,48.38,45.0,810.02,622.0,598.71,765.0,118.84,1515.0,391.0,103.0,40.88,47.19,35.08,30.0,45.0,34.0,648.0,0.9242002781641169,0.9257875066737854
256,8473541,2016,Jonathan Bernier,ANA,39,119591.0,81.91,83.0,1985.0,73.94,67.0,245.89,268.0,1049.61,982.0,32.85,38.0,613.84,523.0,438.26,496.0,79.33,1168.0,266.0,55.0,32.64,31.94,17.32,27.0,36.0,20.0,496.0,0.9154786150712831,0.9117370892018779
441,8477424,2016,Juuse Saros,NSH,21,71995.0,54.56,47.0,1159.0,43.08,39.0,147.84,172.0,635.26,614.0,19.38,40.0,359.02,265.0,261.27,344.0,52.59,677.0,162.0,47.0,18.96,19.7,15.91,15.0,20.0,12.0,273.0,0.9234527687296417,0.9246913580246914
1,8470140,2016,Kari Lehtonen,DAL,59,190629.0,161.81,151.0,3061.0,112.31,155.0,369.81,344.0,1608.67,1547.0,52.41,62.0,873.89,692.0,642.65,815.0,154.06,1582.0,458.0,174.0,46.94,57.21,57.66,47.0,58.0,46.0,847.0,0.9023917259211377,0.912262156448203
406,8476234,2016,Keith Kinkaid,N.J,26,88565.0,72.37,65.0,1395.0,50.82,53.0,176.51,201.0,759.27,779.0,21.87,35.0,420.78,333.0,306.44,368.0,69.39,778.0,206.0,68.0,23.03,24.87,24.48,17.0,24.0,24.0,343.0,0.9165596919127086,0.9126853377265238
56,8470594,2016,Marc-Andre Fleury,PIT,38,127515.0,107.42,107.0,2084.0,78.74,101.0,254.62,215.0,1123.59,1181.0,36.07,63.0,612.4,501.0,458.44,581.0,102.58,1105.0,333.0,110.0,31.38,40.94,35.11,29.0,47.0,31.0,536.0,0.9093988145639289,0.9273255813953488
276,8474889,2016,Martin Jones,S.J,64,224343.0,159.08,150.0,3455.0,122.66,122.0,397.02,380.0,1760.03,1692.0,63.65,57.0,977.22,783.0,731.14,971.0,150.87,1810.0,494.0,141.0,51.86,60.73,46.49,54.0,52.0,44.0,1010.0,0.9113475177304965,0.9147058823529411
431,8476899,2016,Matt Murray,PIT,49,165948.0,127.73,111.0,2700.0,95.27,135.0,324.44,321.0,1400.63,1450.0,46.77,60.0,756.49,602.0,583.03,717.0,121.57,1445.0,376.0,125.0,39.16,46.89,41.69,36.0,35.0,40.0,754.0,0.923448275862069,0.9065354884047786
471,8473607,2016,Michal Neuvirth,PHI,28,81818.0,53.16,64.0,1189.0,39.98,40.0,136.39,158.0,594.68,586.0,24.12,31.0,323.45,234.0,245.83,301.0,51.79,606.0,165.0,47.0,18.7,19.51,14.95,24.0,24.0,16.0,371.0,0.8907849829351536,0.9150943396226415
286,8477237,2016,Mike Condon,OTT,41,139440.0,97.93,96.0,2234.0,78.87,80.0,268.31,266.0,1154.85,1122.0,36.73,35.0,655.15,563.0,489.24,580.0,95.14,1247.0,299.0,82.0,36.51,35.49,25.94,40.0,36.0,20.0,606.0,0.9144385026737968,0.9020044543429844
71,8469608,2016,Mike Smith,ARI,53,184637.0,170.19,151.0,3295.0,129.18,155.0,414.09,450.0,1830.52,1753.0,46.27,40.0,1025.35,839.0,751.19,874.0,161.72,1913.0,472.0,165.0,56.28,57.17,56.74,47.0,53.0,51.0,745.0,0.9138619509412436,0.9163701067615658
201,8471469,2016,Pekka Rinne,NSH,61,212867.0,145.61,144.0,3233.0,118.34,116.0,398.93,440.0,1748.01,1757.0,58.23,66.0,981.43,753.0,731.13,920.0,140.39,1923.0,377.0,131.0,53.78,46.15,45.68,42.0,52.0,50.0,802.0,0.9180421172453045,0.9272134709397066
371,8475852,2016,Petr Mrazek,DET,50,171451.0,127.24,145.0,2584.0,99.35,92.0,325.43,292.0,1440.42,1463.0,42.46,49.0,801.83,639.0,592.44,790.0,123.14,1461.0,427.0,104.0,41.09,52.54,33.61,58.0,47.0,40.0,592.0,0.9008885850991114,0.9016236867239733
146,8475831,2016,Philipp Grubauer,WSH,24,75874.0,54.51,43.0,1108.0,42.08,50.0,139.79,152.0,597.77,585.0,19.14,18.0,335.15,252.0,237.77,299.0,51.99,597.0,182.0,50.0,16.99,21.56,15.97,10.0,15.0,18.0,279.0,0.9264957264957265,0.9233997901364114
161,8466141,2016,Roberto Luongo,FLA,40,139418.0,107.53,104.0,2017.0,75.5,98.0,258.57,297.0,1128.97,1218.0,38.5,37.0,628.18,449.0,473.08,600.0,101.93,1155.0,321.0,106.0,33.81,37.43,36.29,40.0,31.0,33.0,435.0,0.9146141215106732,0.9291338582677166
31,8475215,2016,Robin Lehner,BUF,59,204328.0,152.51,152.0,3321.0,126.04,124.0,424.2,378.0,1829.83,1912.0,53.33,61.0,1050.81,807.0,752.0,1041.0,147.48,1979.0,464.0,123.0,55.3,55.39,41.82,43.0,60.0,49.0,755.0,0.9205020920502092,0.9083920563741191
176,8468011,2016,Ryan Miller,VAN,54,192711.0,146.94,150.0,2998.0,115.93,97.0,375.36,466.0,1660.06,1737.0,45.03,45.0,933.01,709.0,689.33,831.0,142.44,1740.0,453.0,122.0,49.39,56.12,41.43,48.0,56.0,46.0,683.0,0.9136442141623489,0.9282814614343707
331,8474152,2016,Scott Darling,CHI,32,101315.0,74.89,67.0,1574.0,57.53,76.0,189.64,149.0,829.21,877.0,25.02,31.0,458.18,374.0,338.04,449.0,71.65,843.0,227.0,75.0,23.83,27.15,23.92,22.0,20.0,25.0,429.0,0.9236031927023945,0.888129803586678
321,8473575,2016,Semyon Varlamov,COL,24,80867.0,65.46,76.0,1314.0,48.85,64.0,163.14,148.0,704.6,745.0,19.22,28.0,393.93,287.0,286.42,380.0,61.16,732.0,188.0,61.0,20.68,23.07,21.71,28.0,30.0,18.0,333.0,0.8979865771812081,0.9197492163009404
461,8475683,2016,Sergei Bobrovsky,CBJ,63,222424.0,160.04,127.0,3452.0,128.63,145.0,430.59,438.0,1861.97,1854.0,57.28,124.0,1032.72,766.0,747.77,929.0,154.46,1907.0,508.0,146.0,53.5,61.86,44.69,43.0,45.0,39.0,891.0,0.9314994606256742,0.9207622868605817
281,8471306,2016,Thomas Greiss,NYI,51,168797.0,132.05,126.0,2861.0,101.72,89.0,340.62,314.0,1477.87,1453.0,46.25,52.0,840.66,672.0,620.34,825.0,126.83,1585.0,389.0,112.0,47.88,47.74,36.43,48.0,41.0,37.0,775.0,0.9132828630419821,0.8919226393629124
316,8471695,2016,Tuukka Rask,BOS,65,219575.0,136.61,137.0,3125.0,112.84,100.0,384.88,385.0,1640.91,1612.0,64.88,86.0,925.07,708.0,681.17,911.0,131.39,1739.0,433.0,123.0,46.5,51.93,38.18,45.0,55.0,37.0,830.0,0.9150124069478909,0.9174372523117569
301,8477180,2017,Aaron Dell,S.J,29,91325.0,64.62,67.0,1512.0,52.32,54.0,173.96,178.0,767.33,775.0,27.23,26.0,428.58,349.0,333.55,408.0,60.9,815.0,205.0,58.0,21.3,25.42,17.91,21.0,30.0,16.0,434.0,0.9135483870967742,0.8856209150326797
191,8471774,2017,Alex Stalock,MIN,28,89716.0,63.73,71.0,1541.0,55.7,46.0,182.2,193.0,800.4,787.0,22.94,23.0,465.42,384.0,343.78,415.0,60.59,895.0,195.0,47.0,26.61,22.79,14.32,27.0,29.0,15.0,404.0,0.9097839898348158,0.8980769230769231
401,8475195,2017,Anders Nilsson,VAN,27,87821.0,73.16,84.0,1488.0,57.45,45.0,183.19,186.0,822.25,850.0,23.24,32.0,466.22,374.0,348.05,430.0,71.14,853.0,235.0,66.0,25.81,28.0,19.34,31.0,36.0,17.0,334.0,0.9011764705882352,0.9071883530482256
286,8476883,2017,Andrei Vasilevskiy,T.B,65,229511.0,170.91,167.0,3636.0,137.9,110.0,443.07,366.0,1965.14,2075.0,66.3,123.0,1124.94,931.0,826.63,1047.0,164.61,2125.0,503.0,139.0,62.71,60.21,47.98,49.0,65.0,53.0,869.0,0.9195180722891566,0.9247374562427071
371,8471418,2017,Anton Khudobin,BOS,31,106843.0,77.01,76.0,1623.0,59.3,56.0,195.57,185.0,865.23,876.0,32.09,36.0,485.06,409.0,369.99,454.0,74.46,904.0,246.0,66.0,25.63,29.41,21.96,23.0,31.0,22.0,407.0,0.91324200913242,0.9227642276422764
306,8471750,2017,Ben Bishop,DAL,52,169680.0,119.02,117.0,2715.0,92.39,105.0,323.25,319.0,1379.56,1415.0,48.22,58.0,774.42,633.0,595.29,719.0,114.32,1516.0,324.0,110.0,40.21,39.54,39.28,51.0,33.0,33.0,765.0,0.9173144876325088,0.93267776096823
181,8474651,2017,Braden Holtby,WSH,54,184068.0,148.58,153.0,3123.0,117.65,146.0,383.87,370.0,1669.89,1648.0,47.27,62.0,942.69,751.0,699.38,880.0,142.7,1787.0,433.0,127.0,51.78,52.84,43.96,51.0,58.0,44.0,776.0,0.9071601941747572,0.9108635097493036
41,8470880,2017,Brian Elliott,PHI,43,151320.0,115.5,112.0,2371.0,83.87,108.0,288.35,312.0,1249.12,1228.0,40.31,38.0,683.08,481.0,530.64,680.0,111.13,1283.0,358.0,102.0,39.45,42.89,33.16,38.0,40.0,34.0,628.0,0.9087947882736156,0.9067567567567567
16,8475660,2017,Cam Talbot,EDM,67,223806.0,185.71,188.0,3747.0,136.55,150.0,448.97,487.0,1988.58,2037.0,64.61,59.0,1087.32,839.0,845.34,1049.0,179.16,2084.0,507.0,178.0,63.62,61.37,60.73,66.0,67.0,55.0,978.0,0.907707412862052,0.8907815631262526
201,8470320,2017,Cam Ward,CAR,43,147560.0,99.43,112.0,2156.0,78.39,86.0,270.76,265.0,1172.68,1187.0,45.8,50.0,642.79,530.0,502.03,607.0,96.27,1240.0,304.0,88.0,35.06,36.71,27.66,42.0,35.0,35.0,524.0,0.9056444818871103,0.895870736086176
241,8471679,2017,Carey Price,MTL,49,171277.0,118.64,148.0,2810.0,95.92,99.0,333.34,343.0,1421.68,1487.0,49.46,63.0,787.41,662.0,614.14,700.0,114.37,1516.0,382.0,99.0,41.52,45.17,31.94,50.0,61.0,37.0,813.0,0.9004707464694015,0.9165386584741424
111,8475622,2017,Carter Hutton,STL,32,96572.0,66.95,56.0,1526.0,53.93,63.0,179.54,189.0,783.1,810.0,27.25,20.0,427.62,351.0,332.27,407.0,63.78,833.0,187.0,66.0,23.24,22.68,21.02,16.0,22.0,18.0,440.0,0.9308641975308642,0.9078520441271901
76,8476945,2017,Connor Hellebuyck,WPG,67,237954.0,166.61,156.0,3850.0,136.08,144.0,472.52,523.0,2027.53,2048.0,65.45,57.0,1140.66,934.0,873.58,1035.0,158.81,2243.0,463.0,150.0,60.23,55.52,50.86,57.0,53.0,46.0,994.0,0.923828125,0.9125122189638318
51,8470645,2017,Corey Crawford,CHI,28,95010.0,71.17,60.0,1517.0,59.52,64.0,187.34,183.0,830.39,842.0,28.03,24.0,466.2,377.0,345.58,445.0,68.5,854.0,246.0,57.0,24.12,29.26,17.8,26.0,21.0,13.0,360.0,0.9287410926365796,0.907391673746814
206,8471239,2017,Cory Schneider,N.J,40,138735.0,105.26,114.0,2266.0,81.11,79.0,280.22,297.0,1230.66,1228.0,38.63,47.0,682.24,556.0,523.17,610.0,100.66,1322.0,300.0,90.0,37.4,36.14,31.71,43.0,42.0,29.0,554.0,0.9071661237785016,0.9027777777777778
216,8467950,2017,Craig Anderson,OTT,58,195032.0,156.81,180.0,3323.0,119.92,125.0,395.71,330.0,1749.37,1768.0,52.11,55.0,973.71,828.0,744.21,930.0,151.74,1850.0,450.0,147.0,52.26,54.95,49.61,62.0,65.0,53.0,876.0,0.8981900452488688,0.902744630071599
416,8475311,2017,Darcy Kuemper,ARI,29,95753.0,74.31,67.0,1578.0,57.5,71.0,187.56,201.0,836.03,833.0,27.02,34.0,463.53,380.0,353.92,422.0,70.6,848.0,253.0,63.0,24.29,30.29,19.73,24.0,30.0,13.0,414.0,0.9195678271308524,0.9242243436754176
176,8479496,2017,David Rittich,CGY,21,60494.0,45.99,49.0,967.0,35.03,36.0,114.86,130.0,511.72,512.0,18.77,22.0,285.68,206.0,221.49,275.0,43.87,528.0,153.0,39.0,15.83,19.04,11.12,18.0,21.0,10.0,247.0,0.904296875,0.9112377850162866
326,8471227,2017,Devan Dubnyk,MIN,60,207019.0,137.29,145.0,3365.0,118.88,104.0,403.49,416.0,1748.94,1769.0,52.67,55.0,1002.41,792.0,759.84,969.0,132.95,1967.0,400.0,112.0,52.07,47.44,37.78,56.0,44.0,45.0,886.0,0.9180327868852459,0.9120937666489078
21,8475883,2017,Frederik Andersen,TOR,66,233311.0,191.47,182.0,3956.0,143.55,148.0,506.87,446.0,2170.62,2211.0,67.25,57.0,1214.44,1055.0,931.36,1134.0,183.8,2313.0,585.0,161.0,67.29,70.62,53.56,60.0,64.0,58.0,897.0,0.9176843057440073,0.916241062308478
321,8468685,2017,Henrik Lundqvist,NYR,63,210152.0,164.03,174.0,3614.0,130.41,146.0,449.42,389.0,1940.21,2037.0,55.38,65.0,1094.21,910.0,839.15,1061.0,157.35,2077.0,517.0,149.0,58.3,61.3,44.44,74.0,61.0,39.0,871.0,0.914580265095729,0.9068945197407189
316,8474593,2017,Jacob Markstrom,VAN,60,204823.0,147.81,154.0,3226.0,113.03,88.0,383.24,430.0,1705.72,1747.0,51.4,68.0,947.79,757.0,734.39,946.0,143.52,1865.0,456.0,111.0,54.49,55.4,37.92,66.0,52.0,36.0,794.0,0.9118488838008014,0.9123085050184891
161,8474596,2017,Jake Allen,STL,59,197895.0,132.05,152.0,3019.0,104.08,110.0,356.22,387.0,1544.47,1614.0,55.16,49.0,863.03,689.0,663.89,802.0,126.49,1688.0,381.0,117.0,47.69,45.44,38.91,66.0,46.0,40.0,833.0,0.9058240396530359,0.9051724137931034
36,8473503,2017,James Reimer,FLA,44,144685.0,119.59,120.0,2457.0,90.01,95.0,298.98,323.0,1326.33,1373.0,41.04,42.0,741.6,624.0,566.17,646.0,114.61,1378.0,372.0,111.0,40.55,44.43,34.61,41.0,43.0,36.0,596.0,0.9126001456664239,0.8994594594594595
411,8470860,2017,Jaroslav Halak,NYI,54,180243.0,146.4,161.0,3102.0,117.01,119.0,376.78,484.0,1662.96,1744.0,47.91,43.0,945.07,685.0,705.14,841.0,141.45,1788.0,436.0,122.0,52.56,51.03,42.81,58.0,51.0,52.0,756.0,0.9076834862385321,0.9222126188418324
251,8470657,2017,Jimmy Howard,DET,60,202057.0,153.92,160.0,3203.0,116.77,128.0,388.65,442.0,1691.51,1770.0,52.13,60.0,946.58,764.0,703.54,854.0,147.03,1840.0,424.0,144.0,55.06,51.73,47.13,56.0,57.0,47.0,795.0,0.9096045197740112,0.9087719298245613
166,8476434,2017,John Gibson,ANA,60,205709.0,160.84,139.0,3540.0,129.81,141.0,433.26,424.0,1901.4,1873.0,56.29,60.0,1069.04,909.0,817.93,994.0,154.81,2076.0,451.0,147.0,58.53,54.77,47.54,41.0,50.0,48.0,866.0,0.9257875066737854,0.9168478260869565
211,8473541,2017,Jonathan Bernier,COL,36,116483.0,82.43,94.0,1949.0,70.96,91.0,236.97,284.0,1021.31,1065.0,30.78,26.0,591.38,414.0,434.19,525.0,79.04,1133.0,245.0,72.0,30.71,29.47,22.24,35.0,35.0,24.0,499.0,0.9117370892018779,0.9026290165530672
46,8471734,2017,Jonathan Quick,L.A,64,219425.0,170.72,147.0,3524.0,130.6,159.0,434.93,412.0,1910.32,1867.0,59.11,71.0,1051.32,879.0,806.44,997.0,164.11,2028.0,458.0,179.0,58.07,55.5,57.15,56.0,39.0,52.0,859.0,0.9212640599892876,0.887218045112782
231,8477424,2017,Juuse Saros,NSH,26,89800.0,70.48,61.0,1474.0,57.29,78.0,181.63,191.0,797.75,810.0,25.0,27.0,443.81,352.0,328.84,402.0,67.56,832.0,207.0,69.0,25.55,25.21,19.71,24.0,17.0,20.0,366.0,0.9246913580246914,0.9138920780711826
61,8476234,2017,Keith Kinkaid,N.J,41,137854.0,102.51,106.0,2271.0,81.27,76.0,281.16,345.0,1222.74,1214.0,38.6,51.0,686.18,532.0,524.76,594.0,98.94,1301.0,341.0,74.0,38.47,41.6,22.44,35.0,46.0,25.0,555.0,0.9126853377265238,0.8913226621735467
271,8476876,2017,Malcolm Subban,VGK,22,73811.0,58.91,55.0,1172.0,43.61,61.0,140.14,113.0,625.73,614.0,21.05,21.0,346.58,287.0,261.47,330.0,56.74,641.0,169.0,61.0,18.54,20.84,19.53,16.0,17.0,22.0,301.0,0.9104234527687296,0.9019607843137255
71,8470594,2017,Marc-Andre Fleury,VGK,46,159204.0,116.67,100.0,2514.0,93.39,98.0,303.44,281.0,1361.14,1376.0,46.24,49.0,757.88,606.0,593.53,767.0,112.09,1436.0,373.0,100.0,43.49,43.89,29.3,24.0,49.0,27.0,605.0,0.9273255813953488,0.9117983963344788
11,8474889,2017,Martin Jones,S.J,60,203744.0,145.03,145.0,3309.0,115.56,100.0,376.31,367.0,1664.86,1700.0,58.78,82.0,932.12,770.0,713.01,929.0,140.8,1804.0,458.0,117.0,52.81,56.22,35.99,54.0,53.0,38.0,930.0,0.9147058823529411,0.8963486454652533
96,8476899,2017,Matt Murray,PIT,49,163978.0,127.45,133.0,2519.0,93.82,118.0,311.61,281.0,1369.69,1423.0,48.01,48.0,753.4,612.0,574.35,718.0,122.54,1398.0,386.0,122.0,41.51,45.41,40.53,52.0,42.0,39.0,613.0,0.9065354884047786,0.9190207156308852
461,8469608,2017,Mike Smith,CGY,55,191436.0,155.26,141.0,3083.0,116.91,142.0,383.76,348.0,1700.98,1686.0,57.73,69.0,946.27,750.0,720.74,934.0,148.46,1795.0,432.0,152.0,50.7,52.36,52.19,53.0,35.0,53.0,704.0,0.9163701067615658,0.8978444236176195
156,8471469,2017,Pekka Rinne,NSH,59,208527.0,153.95,134.0,3302.0,120.84,105.0,397.79,492.0,1769.42,1841.0,58.07,79.0,982.4,783.0,752.74,887.0,148.84,1891.0,448.0,126.0,53.14,54.64,46.17,52.0,44.0,38.0,837.0,0.9272134709397066,0.9178255372945638
341,8475852,2017,Petr Mrazek,PHI,38,121004.0,95.42,103.0,1962.0,71.03,61.0,228.5,194.0,1027.87,1047.0,33.42,47.0,574.24,506.0,438.62,564.0,92.52,1098.0,284.0,82.0,35.47,33.83,26.11,34.0,38.0,31.0,498.0,0.9016236867239733,0.9138712601994561
126,8475831,2017,Philipp Grubauer,WSH,35,110782.0,91.52,73.0,1834.0,72.11,77.0,224.55,256.0,987.39,953.0,28.77,32.0,562.95,440.0,401.11,514.0,87.22,1016.0,294.0,83.0,30.53,35.3,25.68,18.0,30.0,25.0,441.0,0.9233997901364114,0.9169000933706816
406,8466141,2017,Roberto Luongo,FLA,35,117958.0,94.74,81.0,1966.0,69.38,91.0,236.43,276.0,1052.07,1143.0,37.13,49.0,589.02,422.0,474.44,586.0,89.86,1137.0,284.0,79.0,33.01,34.35,27.38,25.0,34.0,22.0,466.0,0.9291338582677166,0.8986710963455149
121,8475215,2017,Robin Lehner,BUF,53,171121.0,128.94,143.0,2770.0,101.54,122.0,340.72,328.0,1496.08,1561.0,44.17,54.0,843.04,653.0,647.99,809.0,124.59,1616.0,386.0,110.0,45.03,46.96,36.95,59.0,49.0,35.0,658.0,0.9083920563741191,0.9296520423600605
86,8468011,2017,Ryan Miller,ANA,28,81196.0,62.29,53.0,1335.0,51.09,61.0,163.14,171.0,728.63,739.0,21.83,22.0,412.4,319.0,310.74,391.0,59.8,778.0,196.0,50.0,23.5,23.93,14.87,19.0,20.0,14.0,311.0,0.9282814614343707,0.9116117850953206
246,8473575,2017,Semyon Varlamov,COL,51,171663.0,133.84,128.0,2982.0,110.02,140.0,360.85,292.0,1575.26,1595.0,42.18,49.0,893.11,734.0,665.3,869.0,127.36,1665.0,438.0,112.0,45.66,52.66,35.51,46.0,51.0,31.0,767.0,0.9197492163009404,0.9084836339345357
276,8475683,2017,Sergei Bobrovsky,CBJ,65,234694.0,179.24,158.0,3690.0,133.71,144.0,438.9,425.0,1953.95,1994.0,66.3,146.0,1076.64,814.0,836.76,1033.0,172.78,2006.0,564.0,159.0,60.37,68.09,50.78,52.0,59.0,47.0,961.0,0.9207622868605817,0.912870159453303
136,8471306,2017,Thomas Greiss,NYI,27,89505.0,77.61,95.0,1575.0,59.22,55.0,192.92,191.0,851.19,879.0,23.15,38.0,482.18,364.0,352.92,443.0,75.16,881.0,241.0,71.0,26.15,29.08,22.38,25.0,35.0,35.0,382.0,0.8919226393629124,0.9265822784810127
436,8471695,2017,Tuukka Rask,BOS,54,190385.0,131.41,125.0,2769.0,101.4,84.0,338.18,365.0,1501.49,1514.0,55.08,68.0,834.42,661.0,651.66,810.0,125.18,1597.0,403.0,106.0,45.17,48.97,37.28,44.0,44.0,37.0,663.0,0.9174372523117569,0.9117882919005613
376,8477180,2018,Aaron Dell,S.J,25,78197.0,59.4,70.0,1117.0,42.77,45.0,137.44,122.0,612.91,612.0,23.14,14.0,340.02,265.0,259.63,337.0,57.6,601.0,208.0,50.0,17.96,25.31,16.13,22.0,34.0,14.0,258.0,0.8856209150326797,0.9065989847715736
121,8471774,2018,Alex Stalock,MIN,21,62720.0,44.83,53.0,969.0,36.33,30.0,121.3,104.0,528.41,520.0,17.61,14.0,296.02,227.0,227.25,311.0,43.49,569.0,138.0,36.0,15.5,16.77,12.56,14.0,21.0,18.0,226.0,0.8980769230769231,0.910351201478743
221,8480382,2018,Alexandar Georgiev,NYR,33,112151.0,89.54,91.0,1919.0,69.38,82.0,225.38,223.0,987.86,1057.0,26.06,26.0,565.54,522.0,440.59,522.0,85.93,1104.0,294.0,71.0,34.19,34.94,20.42,43.0,29.0,19.0,450.0,0.9139072847682119,0.9096045197740112
